time1;angular1;time2;angular2;time3;angular3;time4;angular4;time5;angular5;time6;angular6;time7;angular7;time8;angular8;time9;angular9;time10;angular10;time11;angular11;time12;angular12;time13;angular13;time14;angular14;time15;angular15;time16;angular16
;;40.700000;-0.224238;40.700000;0.387357;40.700000;-0.069509;40.700000;-0.317182;40.700000;0.642621;;;40.700000;-0.476306;40.700000;0.054994;40.700000;0.840360;40.700000;0.278700;40.700000;0.249405;40.700000;-0.157925;40.700000;-0.170709;40.700000;-0.170709;40.700000;0.436625
;;40.800000;-0.213985;40.800000;0.402936;40.800000;-0.074968;40.800000;-0.316117;40.800000;0.640357;;;40.800000;-0.344347;40.800000;0.116247;40.800000;0.615190;40.800000;0.273107;40.800000;0.278034;40.800000;-0.153265;40.800000;-0.170442;40.800000;-0.170442;40.800000;0.458863
;;40.900000;-0.249006;40.900000;0.368715;40.900000;-0.096007;40.900000;-0.308660;40.900000;0.640890;;;40.900000;-0.472578;40.900000;0.291749;40.900000;0.459662;40.900000;0.298008;40.900000;0.279632;40.900000;-0.132759;40.900000;-0.172440;40.900000;-0.172440;40.900000;0.486027
;;41.000000;-0.264851;41.000000;0.420247;41.000000;-0.078031;41.000000;-0.317182;41.000000;0.639824;;;41.000000;-0.340352;41.000000;0.492019;41.000000;0.346477;41.000000;0.291882;41.000000;0.258992;41.000000;-0.112385;41.000000;-0.144343;41.000000;-0.144343;41.000000;0.486826
;;41.100000;-0.206661;41.100000;0.453536;41.100000;-0.079495;41.100000;-0.291217;41.100000;0.659665;;;41.100000;-0.501340;41.100000;0.721051;41.100000;0.277635;41.100000;0.278833;41.100000;0.295611;41.100000;-0.165915;41.100000;-0.164717;41.100000;-0.164717;41.100000;0.477372
;;41.200000;-0.211322;41.200000;0.467651;41.200000;-0.091480;41.200000;-0.299872;41.200000;0.659532;;;41.200000;-0.359260;41.200000;0.995490;41.200000;0.221575;41.200000;0.289352;41.200000;0.245410;41.200000;-0.187087;41.200000;-0.175902;41.200000;-0.175902;41.200000;0.473643
;;41.300000;-0.225303;41.300000;0.544483;41.300000;-0.074702;41.300000;-0.313720;41.300000;0.642221;;;41.300000;-0.459928;41.300000;1.198822;41.300000;0.209857;41.300000;0.273906;41.300000;0.268580;41.300000;-0.179231;41.300000;-0.154996;41.300000;-0.154996;41.300000;0.504270
;;41.400000;-0.204398;41.400000;0.560196;41.400000;-0.095607;41.400000;-0.330365;41.400000;0.624112;;;41.400000;-0.303467;41.400000;1.331447;41.400000;0.255930;41.400000;0.287488;41.400000;0.267914;41.400000;-0.163252;41.400000;-0.166448;41.400000;-0.166448;41.400000;0.495348
;;41.500000;-0.252468;41.500000;0.603339;41.500000;-0.098271;41.500000;-0.306397;41.500000;0.609997;;;41.500000;-0.444615;41.500000;1.358345;41.500000;0.355798;41.500000;0.269112;41.500000;0.249938;41.500000;-0.148072;41.500000;-0.182959;41.500000;-0.182959;41.500000;0.463790
;;41.600000;-0.223306;41.600000;0.630104;41.600000;-0.070574;41.600000;-0.306130;41.600000;0.651010;;;41.600000;-0.342882;41.600000;1.198156;41.600000;0.459528;41.600000;0.321976;41.600000;0.257661;41.600000;-0.157792;41.600000;-0.192014;41.600000;-0.192014;41.600000;0.468850
;;41.700000;-0.179364;41.700000;0.696017;41.700000;-0.089882;41.700000;-0.329034;41.700000;0.655670;;;41.700000;-0.424774;41.700000;0.992427;41.700000;0.606668;41.700000;0.237687;41.700000;0.250071;41.700000;-0.176568;41.700000;-0.161388;41.700000;-0.161388;41.700000;0.488557
;;41.800000;-0.239551;41.800000;0.688161;41.800000;-0.091879;41.800000;-0.305731;41.800000;0.657002;;;41.800000;-0.379900;41.800000;0.704007;41.800000;0.838496;41.800000;0.277368;41.800000;0.260324;41.800000;-0.135555;41.800000;-0.189750;41.800000;-0.189750;41.800000;0.456865
;;41.900000;-0.230630;41.900000;0.678840;41.900000;-0.073770;41.900000;-0.311856;41.900000;0.632767;;;41.900000;-0.465521;41.900000;0.498677;41.900000;1.030111;41.900000;0.287621;41.900000;0.244345;41.900000;-0.185622;41.900000;-0.188419;41.900000;-0.188419;41.900000;0.481366
;;42.000000;-0.224238;42.000000;0.614924;42.000000;-0.041545;42.000000;-0.298540;42.000000;0.658067;;;42.000000;-0.338621;42.000000;0.298807;42.000000;1.248889;42.000000;0.302668;42.000000;0.278567;42.000000;-0.153664;42.000000;-0.171907;42.000000;-0.171907;42.000000;0.497212
;;42.100000;-0.213985;42.100000;0.662594;42.100000;-0.070840;42.100000;-0.304266;42.100000;0.646216;;;42.100000;-0.469116;42.100000;0.152466;42.100000;1.516670;42.100000;0.302801;42.100000;0.260723;42.100000;-0.159923;42.100000;-0.163385;42.100000;-0.163385;42.100000;0.483364
;;42.200000;-0.222773;42.200000;0.607334;42.200000;-0.083091;42.200000;-0.313854;42.200000;0.651942;;;42.200000;-0.334893;42.200000;0.099602;42.200000;1.623064;42.200000;0.264851;42.200000;0.242081;42.200000;-0.186821;42.200000;-0.171374;42.200000;-0.171374;42.200000;0.469116
;;42.300000;-0.242880;42.300000;0.563125;42.300000;-0.077897;42.300000;-0.321577;42.300000;0.676310;;;42.300000;-0.485627;42.300000;0.060187;42.300000;1.634382;42.300000;0.264052;42.300000;0.264851;42.300000;-0.203199;42.300000;-0.149936;42.300000;-0.149936;42.300000;0.482165
;;42.400000;-0.210257;42.400000;0.521047;42.400000;-0.084023;42.400000;-0.294146;42.400000;0.648080;;;42.400000;-0.379101;42.400000;0.109722;42.400000;1.487375;42.400000;0.285358;42.400000;0.259525;42.400000;-0.139017;42.400000;-0.168711;42.400000;-0.168711;42.400000;0.490954
;;42.500000;-0.233027;42.500000;0.472578;42.500000;-0.089882;42.500000;-0.301337;42.500000;0.635031;;;42.500000;-0.465387;42.500000;0.232094;42.500000;1.295095;42.500000;0.274572;42.500000;0.270843;42.500000;-0.127166;42.500000;-0.157393;42.500000;-0.157393;42.500000;0.471646
;;42.600000;-0.231429;42.600000;0.450607;42.600000;-0.083224;42.600000;-0.290285;42.600000;0.594950;;;42.600000;-0.398542;42.600000;0.345678;42.600000;1.036236;42.600000;0.276569;42.600000;0.290285;42.600000;-0.167779;42.600000;-0.139683;42.600000;-0.139683;42.600000;0.510794
;;42.700000;-0.213053;42.700000;0.393748;42.700000;-0.072704;42.700000;-0.302801;42.700000;0.633832;;;42.700000;-0.400406;42.700000;0.555269;42.700000;0.803343;42.700000;0.288154;42.700000;0.234891;42.700000;-0.168578;42.700000;-0.141547;42.700000;-0.141547;42.700000;0.485627
;;42.800000;-0.235290;42.800000;0.404800;42.800000;-0.084422;42.800000;-0.301204;42.800000;0.663660;;;42.800000;-0.423576;42.800000;0.795753;42.800000;0.621449;42.800000;0.290950;42.800000;0.244079;42.800000;-0.156194;42.800000;-0.147805;42.800000;-0.147805;42.800000;0.444348
;;42.900000;-0.216382;42.900000;0.371644;42.900000;-0.068443;42.900000;-0.316384;42.900000;0.649811;;;42.900000;-0.400939;42.900000;1.036236;42.900000;0.460860;42.900000;0.276436;42.900000;0.278567;42.900000;-0.166581;42.900000;-0.153664;42.900000;-0.153664;42.900000;0.502405
;;43.000000;-0.228499;43.000000;0.386292;43.000000;-0.055527;43.000000;-0.323574;43.000000;0.638227;;;43.000000;-0.355266;43.000000;1.250620;43.000000;0.351404;43.000000;0.262588;43.000000;0.237554;43.000000;-0.155129;;;;;43.000000;0.498677
;;43.100000;-0.231029;43.100000;0.443283;43.100000;-0.078430;43.100000;-0.304266;43.100000;0.644751;;;43.100000;-0.378835;43.100000;1.383246;43.100000;0.267381;43.100000;0.286956;43.100000;0.265783;43.100000;-0.170309;;;;;43.100000;0.460061
;;43.200000;-0.227833;43.200000;0.431832;43.200000;-0.073903;43.200000;-0.317449;43.200000;0.643420;;;43.200000;-0.404934;43.200000;1.321061;43.200000;0.260324;43.200000;0.278034;43.200000;0.274172;43.200000;-0.159124;;;;;43.200000;0.460594
;;43.300000;-0.217580;43.300000;0.441818;43.300000;-0.078031;43.300000;-0.334493;43.300000;0.639292;;;43.300000;-0.440221;43.300000;1.120924;43.300000;0.238619;43.300000;0.274971;43.300000;0.253666;43.300000;-0.136354;;;;;43.300000;0.510262
;;43.400000;-0.234225;43.400000;0.510528;43.400000;-0.072039;43.400000;-0.310258;43.400000;0.667788;;;43.400000;-0.406532;43.400000;0.902279;43.400000;0.287089;43.400000;0.295877;43.400000;0.274439;43.400000;-0.166181;;;;;43.400000;0.471246
;;43.500000;-0.216914;43.500000;0.558731;43.500000;-0.082292;43.500000;-0.307196;43.500000;0.636629;;;43.500000;-0.326903;43.500000;0.666989;43.500000;0.374707;43.500000;0.286157;43.500000;0.268580;43.500000;-0.088151;;;;;43.500000;0.456333
;;43.600000;-0.203199;43.600000;0.581235;43.600000;-0.080561;43.600000;-0.305331;43.600000;0.615057;;;43.600000;-0.448876;43.600000;0.402270;43.600000;0.467118;43.600000;0.283094;43.600000;0.261123;43.600000;-0.156860;;;;;43.600000;0.464588
;;43.700000;-0.277102;43.700000;0.665790;43.700000;-0.086819;43.700000;-0.327169;43.700000;0.598545;;;43.700000;-0.394547;43.700000;0.237953;43.700000;0.631302;43.700000;0.296144;43.700000;0.281762;43.700000;-0.160189;;;;;43.700000;0.474842
;;43.800000;-0.230230;43.800000;0.632101;43.800000;-0.088950;43.800000;-0.314519;43.800000;0.661529;;;43.800000;-0.438223;43.800000;0.148338;43.800000;0.868324;43.800000;0.272708;43.800000;0.266716;43.800000;-0.132759;;;;;43.800000;0.498810
;;43.900000;-0.220510;43.900000;0.674845;43.900000;-0.094276;43.900000;-0.300405;43.900000;0.662328;;;43.900000;-0.410393;43.900000;0.076433;43.900000;1.070324;43.900000;0.290684;43.900000;0.213719;43.900000;-0.126500;;;;;43.900000;0.476173
;;44.000000;-0.248872;44.000000;0.679905;44.000000;-0.065913;44.000000;-0.339553;44.000000;0.644219;;;;;44.000000;0.066712;44.000000;1.289636;44.000000;0.279632;44.000000;0.278833;44.000000;-0.108923;;;;;44.000000;0.457132
;;44.100000;-0.226635;44.100000;0.674179;44.100000;-0.056193;44.100000;-0.330099;44.100000;0.629971;;;;;44.100000;0.143544;44.100000;1.543834;44.100000;0.287089;44.100000;0.264052;44.100000;-0.130628;;;;;44.100000;0.466053
;;44.200000;-0.224771;44.200000;0.591488;44.200000;-0.088017;44.200000;-0.338355;44.200000;0.622381;;;;;44.200000;0.249006;44.200000;1.595233;44.200000;0.289086;44.200000;0.250071;44.200000;-0.152999;;;;;44.200000;0.492152
;;44.300000;-0.206794;44.300000;0.621049;44.300000;-0.083756;44.300000;-0.308927;44.300000;0.629704;;;;;44.300000;0.414654;44.300000;1.583516;44.300000;0.276436;44.300000;0.277635;44.300000;-0.152066;;;;;44.300000;0.466320
;;44.400000;-0.237820;44.400000;0.570849;44.400000;-0.085754;44.400000;-0.326903;44.400000;0.656070;;;;;44.400000;0.610130;44.400000;1.438906;44.400000;0.274572;44.400000;0.252867;44.400000;-0.172573;;;;;44.400000;0.458996
;;44.500000;-0.209591;44.500000;0.545815;44.500000;-0.114116;44.500000;-0.329966;44.500000;0.608000;;;;;44.500000;0.887365;44.500000;1.196691;44.500000;0.283493;44.500000;0.257794;44.500000;-0.135688;;;;;44.500000;0.473643
;;44.600000;-0.224771;44.600000;0.500142;44.600000;-0.061120;44.600000;-0.307728;44.600000;0.633033;;;;;44.600000;1.095758;44.600000;0.997354;44.600000;0.291350;44.600000;0.278034;44.600000;-0.097072;;;;;44.600000;0.487225
;;44.700000;-0.245677;44.700000;0.455534;44.700000;-0.082824;44.700000;-0.292282;44.700000;0.604138;;;;;44.700000;1.303884;44.700000;0.790027;44.700000;0.307728;44.700000;0.234491;44.700000;-0.182427;;;;;44.700000;0.464588
;;44.800000;-0.199338;44.800000;0.413988;44.800000;-0.081892;44.800000;-0.224504;44.800000;0.675111;;;;;44.800000;1.335309;44.800000;0.594018;44.800000;0.274039;44.800000;0.290684;44.800000;-0.164317;;;;;44.800000;0.482964
;;44.900000;-0.202134;44.900000;0.417850;44.900000;-0.092944;44.900000;-0.136487;44.900000;0.648213;;;;;44.900000;1.232245;44.900000;0.435959;44.900000;0.256462;44.900000;0.227567;44.900000;-0.184291;;;;;44.900000;0.483497
;;45.000000;-0.245543;45.000000;0.391751;45.000000;-0.087352;45.000000;-0.073370;45.000000;0.670983;;;;;45.000000;1.051815;45.000000;0.317981;45.000000;0.325438;45.000000;0.238486;45.000000;-0.157526;;;;;45.000000;0.456066
;;45.100000;-0.231828;45.100000;0.405466;45.100000;-0.068310;45.100000;-0.006525;45.100000;0.605869;;;;;45.100000;0.840094;45.100000;0.276569;45.100000;0.283760;45.100000;0.262455;45.100000;-0.106660;;;;;45.100000;0.494016
;;45.200000;-0.212920;45.200000;0.405599;45.200000;-0.083623;45.200000;0.061519;45.200000;0.655937;;;;;45.200000;0.594018;45.200000;0.276836;45.200000;0.281629;45.200000;0.237154;45.200000;-0.125834;;;;;45.200000;0.483497
;;45.300000;-0.199204;45.300000;0.446079;45.300000;-0.069375;45.300000;0.096939;45.300000;0.654871;;;;;45.300000;0.383628;45.300000;0.257528;45.300000;0.297875;45.300000;0.297076;45.300000;-0.116114;;;;;45.300000;0.515854
;;45.400000;-0.254998;45.400000;0.464322;45.400000;-0.082425;45.400000;0.119709;45.400000;0.664592;;;;;45.400000;0.223040;45.400000;0.309592;45.400000;0.288154;45.400000;0.261256;45.400000;-0.150069;;;;;45.400000;0.442351
;;45.500000;-0.221176;45.500000;0.498677;45.500000;-0.074835;45.500000;0.103464;45.500000;0.617321;;;;;45.500000;0.119576;45.500000;0.394414;45.500000;0.275371;45.500000;0.239152;45.500000;-0.204398;;;;;45.500000;0.484429
;;45.600000;-0.235956;45.600000;0.503071;45.600000;-0.067112;45.600000;0.098803;45.600000;0.635963;;;;;45.600000;0.095741;45.600000;0.498544;45.600000;0.286423;45.600000;0.284026;45.600000;-0.178432;;;;;45.600000;0.470048
;;45.700000;-0.221974;45.700000;0.581501;45.700000;-0.104130;45.700000;0.100801;45.700000;0.639159;;;;;45.700000;0.088550;45.700000;0.697349;45.700000;0.255663;45.700000;0.223306;45.700000;-0.199471;;;;;45.700000;0.451805
;;45.800000;-0.206395;45.800000;0.597747;45.800000;-0.084422;45.800000;0.154597;45.800000;0.647281;;;;;45.800000;0.179630;45.800000;0.875381;45.800000;0.299206;45.800000;0.284426;45.800000;-0.171641;;;;;45.800000;0.502672
;;45.900000;-0.227567;45.900000;0.617853;45.900000;-0.096140;45.900000;0.178165;45.900000;0.637561;;;;;45.900000;0.323707;45.900000;1.099220;45.900000;0.323041;45.900000;0.242481;45.900000;-0.157127;;;;;45.900000;0.499875
;;46.000000;-0.246476;46.000000;0.658467;46.000000;-0.069908;46.000000;0.216116;46.000000;0.629438;;;;;46.000000;0.460594;46.000000;1.366202;46.000000;0.265118;46.000000;0.237687;46.000000;-0.216382;;;;;46.000000;0.429302
;;46.100000;-0.198805;46.100000;0.640490;46.100000;-0.068843;46.100000;0.240084;46.100000;0.631435;;;;;46.100000;0.704939;46.100000;1.515472;46.100000;0.296010;46.100000;0.281363;46.100000;-0.176701;;;;;46.100000;0.510661
;;46.200000;-0.240750;46.200000;0.591621;46.200000;-0.090148;46.200000;0.295211;46.200000;0.692955;;;;;46.200000;0.929576;46.200000;1.596032;46.200000;0.292016;46.200000;0.241149;46.200000;-0.229964;;;;;46.200000;0.445147
;;46.300000;-0.210656;46.300000;0.616655;46.300000;-0.088816;46.300000;0.327169;46.300000;0.670051;;;;;46.300000;1.122789;46.300000;1.529587;46.300000;0.278034;46.300000;0.305331;46.300000;-0.156594;;;;;46.300000;0.494549
;;46.400000;-0.200936;46.400000;0.597613;46.400000;-0.084289;46.400000;0.350339;46.400000;0.595616;;;;;46.400000;1.297093;46.400000;1.348625;46.400000;0.278433;46.400000;0.282295;46.400000;-0.152066;;;;;46.400000;0.490954
;;46.500000;-0.186155;46.500000;0.556334;46.500000;-0.062851;46.500000;0.341151;46.500000;0.617054;;;;;46.500000;1.356215;46.500000;1.148488;46.500000;0.297076;46.500000;0.253000;46.500000;-0.118910;;;;;46.500000;0.489356
;;46.600000;-0.224238;46.600000;0.504669;46.600000;-0.092545;46.600000;0.389487;46.600000;0.653540;;;;;46.600000;1.221459;46.600000;0.904809;46.600000;0.300138;46.600000;0.277235;46.600000;-0.124503;;;;;46.600000;0.501207
;;46.700000;-0.243013;46.700000;0.508131;46.700000;-0.065247;46.700000;0.394947;46.700000;0.654339;;;;;46.700000;1.003879;46.700000;0.727975;46.700000;0.292948;46.700000;0.235423;46.700000;-0.139683;;;;;46.700000;0.458330
;;46.800000;-0.206528;46.800000;0.480301;46.800000;-0.078963;46.800000;0.363255;46.800000;0.652075;;;;;46.800000;0.728241;46.800000;0.520382;46.800000;0.285491;46.800000;0.241815;46.800000;-0.185755;;;;;46.800000;0.486560
;;46.900000;-0.203599;46.900000;0.456066;46.900000;-0.059921;46.900000;0.241282;46.900000;0.646749;;;;;46.900000;0.532366;46.900000;0.424508;46.900000;0.282561;46.900000;0.280564;46.900000;-0.227700;;;;;46.900000;0.443683
;;47.000000;-0.230230;47.000000;0.417184;47.000000;-0.071772;47.000000;0.244611;;;;;;;47.000000;0.380699;47.000000;0.329966;47.000000;0.279765;47.000000;0.236622;47.000000;-0.137419;;;;;47.000000;0.478037
;;47.100000;-0.245943;47.100000;0.418116;47.100000;-0.069908;47.100000;0.251269;;;;;;;47.100000;0.203466;47.100000;0.275770;47.100000;0.248872;47.100000;0.296809;47.100000;-0.130229;;;;;47.100000;0.503071
;;47.200000;-0.209458;47.200000;0.441153;47.200000;-0.077764;47.200000;0.195476;;;;;;;47.200000;0.117712;47.200000;0.266183;47.200000;0.291350;47.200000;0.263253;47.200000;-0.136088;;;;;47.200000;0.490288
;;47.300000;-0.203732;47.300000;0.449009;47.300000;-0.084023;47.300000;0.154463;;;;;;;47.300000;0.091213;47.300000;0.281097;;;47.300000;0.273107;47.300000;-0.087751;;;;;47.300000;0.468716
;;47.400000;-0.240217;47.400000;0.452604;47.400000;-0.107858;47.400000;0.115182;;;;;;;47.400000;0.064182;47.400000;0.331164;;;47.400000;0.259925;47.400000;-0.139683;;;;;47.400000;0.514390
;;47.500000;-0.242614;47.500000;0.443150;47.500000;-0.087219;47.500000;0.081493;;;;;;;47.500000;0.172173;47.500000;0.457664;;;47.500000;0.227833;47.500000;-0.170176;;;;;47.500000;0.492552
;;47.600000;-0.216648;47.600000;0.476573;47.600000;-0.066712;47.600000;0.024235;;;;;;;47.600000;0.365253;47.600000;0.588026;;;47.600000;0.275504;47.600000;-0.176701;;;;;47.600000;0.467651
;;47.700000;-0.216515;47.700000;0.533964;47.700000;-0.097472;47.700000;-0.167912;;;;;;;47.700000;0.524909;47.700000;0.743288;;;47.700000;0.242614;47.700000;-0.160988;;;;;47.700000;0.459129
;;47.800000;-0.231296;47.800000;0.564457;47.800000;-0.080161;47.800000;-0.448609;;;;;;;47.800000;0.778309;47.800000;1.004278;;;47.800000;0.292948;47.800000;-0.156461;;;;;47.800000;0.490554
;;47.900000;-0.230097;47.900000;0.568585;47.900000;-0.081892;47.900000;-0.442617;;;;;;;47.900000;1.030643;47.900000;1.208010;;;47.900000;0.254998;47.900000;-0.134623;;;;;47.900000;0.500807
;;48.000000;-0.221042;48.000000;0.606934;48.000000;-0.090947;48.000000;-0.275105;;;;;;;48.000000;1.219461;48.000000;1.424125;;;48.000000;0.254465;48.000000;-0.078830;;;;;48.000000;0.482032
;;48.100000;-0.222374;48.100000;0.621315;48.100000;-0.089482;48.100000;-0.178432;;;;;;;48.100000;1.317865;48.100000;1.552889;;;48.100000;0.254066;48.100000;-0.121041;;;;;48.100000;0.482964
;;48.200000;-0.234758;48.200000;0.638892;48.200000;-0.086952;48.200000;-0.136487;;;;;;;48.200000;1.278184;48.200000;1.550492;;;48.200000;0.252201;48.200000;-0.128631;;;;;48.200000;0.468850
;;48.300000;-0.237687;48.300000;0.590556;48.300000;-0.098803;48.300000;-0.117579;;;;;;;48.300000;1.165666;48.300000;1.381515;;;48.300000;0.283360;48.300000;-0.160589;;;;;48.300000;0.477505
;;48.400000;-0.207593;48.400000;0.607733;48.400000;-0.071905;48.400000;-0.140082;;;;;;;48.400000;0.941161;48.400000;1.194827;;;48.400000;0.230896;48.400000;-0.194677;;;;;48.400000;0.471380
;;48.500000;-0.234624;48.500000;0.557000;48.500000;-0.094143;48.500000;-0.148471;;;;;;;48.500000;0.722782;48.500000;0.948751;;;;;48.500000;-0.176568;;;;;48.500000;0.466186
;;48.600000;-0.235823;48.600000;0.597347;48.600000;-0.064582;48.600000;-0.143544;;;;;;;48.600000;0.462192;48.600000;0.711996;;;;;48.600000;-0.221708;;;;;48.600000;0.484429
;;48.700000;-0.205596;48.700000;0.560462;48.700000;-0.090414;48.700000;-0.139416;;;;;;;48.700000;0.307329;48.700000;0.591222;;;;;48.700000;-0.162187;;;;;48.700000;0.497079
;;48.800000;-0.224105;48.800000;0.562992;48.800000;-0.086153;48.800000;-0.086286;;;;;;;48.800000;0.164583;48.800000;0.453004;;;;;48.800000;-0.142080;;;;;48.800000;0.535162
;;48.900000;-0.236888;48.900000;0.514922;48.900000;-0.075900;48.900000;-0.020906;;;;;;;48.900000;0.133824;48.900000;0.340352;;;;;48.900000;-0.134756;;;;;48.900000;0.444348
;;49.000000;-0.266050;49.000000;0.480168;49.000000;-0.067245;49.000000;-0.029295;;;;;;;49.000000;0.120641;49.000000;0.281097;;;;;49.000000;-0.102532;;;;;49.000000;0.446479
;;49.100000;-0.198272;49.100000;0.443150;49.100000;-0.096007;49.100000;-0.035820;;;;;;;49.100000;0.156061;49.100000;0.279499;;;;;49.100000;-0.096939;;;;;49.100000;0.453403
;;49.200000;-0.249671;49.200000;0.443283;49.200000;-0.067378;49.200000;-0.043143;;;;;;;49.200000;0.233027;49.200000;0.300138;;;;;49.200000;-0.115448;;;;;49.200000;0.515322
;;49.300000;-0.251269;49.300000;0.457531;49.300000;-0.096007;49.300000;-0.090947;;;;;;;49.300000;0.383229;49.300000;0.345545;;;;;49.300000;-0.150469;;;;;49.300000;0.449542
;;49.400000;-0.261389;49.400000;0.444615;49.400000;-0.093344;49.400000;-0.116913;;;;;;;49.400000;0.570715;49.400000;0.463257;;;;;49.400000;-0.176434;;;;;49.400000;0.478570
;;49.500000;-0.228632;49.500000;0.476173;49.500000;-0.082425;49.500000;-0.042078;;;;;;;49.500000;0.812530;49.500000;0.608932;;;;;49.500000;-0.200536;;;;;49.500000;0.478304
;;49.600000;-0.203332;49.600000;0.486426;49.600000;-0.088816;49.600000;0.050334;;;;;;;49.600000;1.038633;49.600000;0.760066;;;;;49.600000;-0.172839;;;;;49.600000;0.462991
;;49.700000;-0.242081;49.700000;0.524643;49.700000;-0.077365;49.700000;0.105062;;;;;;;49.700000;1.200020;49.700000;0.950482;;;;;49.700000;-0.164450;;;;;49.700000;0.463390
;;49.800000;-0.241948;49.800000;0.498277;49.800000;-0.084023;49.800000;0.096007;;;;;;;49.800000;1.280048;49.800000;1.185373;;;;;49.800000;-0.140215;;;;;49.800000;0.501340
;;49.900000;-0.213319;49.900000;0.557000;49.900000;-0.082292;49.900000;0.043276;;;;;;;49.900000;1.239302;49.900000;1.373525;;;;;49.900000;-0.102132;;;;;49.900000;0.445147
;;50.000000;-0.248473;50.000000;0.564990;50.000000;-0.088683;50.000000;-0.008922;;;;;;;50.000000;1.080844;50.000000;1.485378;;;;;50.000000;-0.133558;;;;;50.000000;0.508264
;;50.100000;-0.220909;50.100000;0.586162;50.100000;-0.090947;50.100000;-0.035021;;;;;;;50.100000;0.902678;50.100000;1.471130;;;;;50.100000;-0.144077;;;;;50.100000;0.519450
;;50.200000;-0.230630;50.200000;0.553005;50.200000;-0.095075;50.200000;-0.025566;;;;;;;50.200000;0.621981;50.200000;1.290967;;;;;50.200000;-0.211588;;;;;50.200000;0.510661
;;50.300000;-0.220909;50.300000;0.649545;50.300000;-0.079229;50.300000;-0.009188;;;;;;;50.300000;0.417317;50.300000;1.102149;;;;;50.300000;-0.187620;;;;;50.300000;0.513724
;;50.400000;-0.223706;50.400000;0.599344;50.400000;-0.093477;50.400000;-0.124236;;;;;;;50.400000;0.290285;50.400000;0.862065;;;;;50.400000;-0.225703;;;;;50.400000;0.460860
;;50.500000;-0.246875;50.500000;0.580170;50.500000;-0.082292;50.500000;-0.015180;;;;;;;50.500000;0.172839;50.500000;0.709067;;;;;50.500000;-0.195609;;;;;50.500000;0.469515
;;50.600000;-0.226901;50.600000;0.601741;50.600000;-0.101200;50.600000;-0.048336;;;;;;;50.600000;0.114250;50.600000;0.578172;;;;;50.600000;-0.177633;;;;;50.600000;0.474442
;;50.700000;-0.229431;50.700000;0.547146;50.700000;-0.071240;50.700000;-0.070441;;;;;;;50.700000;0.111720;50.700000;0.418383;;;;;50.700000;-0.162320;;;;;50.700000;0.482165
;;50.800000;-0.217048;50.800000;0.549943;50.800000;-0.060986;50.800000;-0.025700;;;;;;;50.800000;0.197207;50.800000;0.335026;;;;;50.800000;-0.112252;;;;;50.800000;0.467518
;;50.900000;-0.232361;50.900000;0.537692;50.900000;-0.073636;50.900000;-0.020373;;;;;;;50.900000;0.290551;50.900000;0.333161;;;;;50.900000;-0.128897;;;;;50.900000;0.508264
;;51.000000;-0.203998;51.000000;0.462991;51.000000;-0.086553;51.000000;-0.027297;;;;;;;51.000000;0.444748;51.000000;0.308261;;;;;51.000000;-0.130495;;;;;51.000000;0.478437
;;51.100000;-0.260857;51.100000;0.537026;51.100000;-0.091879;51.100000;-0.032224;;;;;;;51.100000;0.655537;51.100000;0.326903;;;;;51.100000;-0.114116;;;;;51.100000;0.482298
;;51.200000;-0.230896;51.200000;0.484030;51.200000;-0.080427;51.200000;-0.031425;;;;;;;51.200000;0.884968;51.200000;0.409860;;;;;51.200000;-0.095075;;;;;51.200000;0.487492
;;51.300000;-0.225437;51.300000;0.459928;51.300000;-0.111320;51.300000;-0.028096;;;;;;;51.300000;1.088567;51.300000;0.494150;;;;;51.300000;-0.157659;;;;;51.300000;0.512659
;;51.400000;-0.239285;51.400000;0.459129;51.400000;-0.086420;51.400000;0.073104;;;;;;;51.400000;1.269263;51.400000;0.629305;;;;;51.400000;-0.197207;;;;;51.400000;0.463923
;;51.500000;-0.228499;51.500000;0.460194;51.500000;-0.100934;51.500000;0.001065;;;;;;;51.500000;1.293231;51.500000;0.808003;;;;;51.500000;-0.242747;;;;;51.500000;0.472178
;;51.600000;-0.221841;51.600000;0.480035;51.600000;-0.093211;51.600000;-0.024767;;;;;;;51.600000;1.131843;51.600000;1.013466;;;;;51.600000;-0.194144;;;;;51.600000;0.520249
;;51.700000;-0.247408;51.700000;0.482831;51.700000;-0.050733;51.700000;-0.020506;;;;;;;51.700000;1.012933;51.700000;1.211472;;;;;51.700000;-0.170309;;;;;51.700000;0.519050
;;51.800000;-0.211588;51.800000;0.506400;51.800000;-0.080960;51.800000;-0.021705;;;;;;;51.800000;0.801745;51.800000;1.374724;;;;;51.800000;-0.149270;;;;;51.800000;0.481100
;;51.900000;-0.232627;51.900000;0.495348;51.900000;-0.075767;51.900000;-0.020773;;;;;;;51.900000;0.568851;51.900000;1.478321;;;;;51.900000;-0.137419;;;;;51.900000;0.494948
;;52.000000;-0.212920;52.000000;0.541021;52.000000;-0.092811;52.000000;-0.022637;;;;;;;52.000000;0.390952;52.000000;1.374591;;;;;52.000000;-0.106127;;;;;52.000000;0.486027
;;52.100000;-0.238619;52.100000;0.537825;52.100000;-0.074169;52.100000;0.006525;;;;;;;52.100000;0.243280;52.100000;1.243829;;;;;52.100000;-0.109323;;;;;52.100000;0.503071
