"Time (s)","Angular velocity x (rad/s)","Angular velocity y (rad/s)","Angular velocity z (rad/s)"
9.800000000E0,-4.842958424E-1,2.663161080E-2,-1.571265037E-2
9.900000000E0,-5.153216690E-1,2.956108799E-2,-1.824265340E-2
1.000000000E1,-5.695169970E-1,3.581951653E-2,-1.198422486E-2
1.010000000E1,-6.329002307E-1,3.289003934E-2,-2.436792388E-2
1.020000000E1,-6.166549481E-1,2.716424302E-2,-2.769687523E-2
1.030000000E1,-6.447512975E-1,3.435477793E-2,-1.411475372E-2
1.040000000E1,-6.458165619E-1,3.861583566E-2,-1.225054097E-2
1.050000000E1,-6.382265528E-1,3.142530074E-2,-2.423476583E-2
1.060000000E1,-5.957491336E-1,3.049319437E-2,-1.571265037E-2
1.070000000E1,-5.816343799E-1,3.502056820E-2,-7.456851024E-3
1.080000000E1,-5.249090489E-1,3.328951350E-2,-9.986854050E-3
1.090000000E1,-4.667189793E-1,3.488741015E-2,-6.924218808E-3
1.100000000E1,-4.258394567E-1,2.862898161E-2,-8.522115456E-3
1.110000000E1,-4.103931224E-1,3.222424907E-2,-1.025317016E-2
1.120000000E1,-3.663178066E-1,3.115898464E-2,-5.459480214E-3
1.130000000E1,-3.603256941E-1,2.889529772E-2,-8.255799348E-3
1.140000000E1,-3.689809676E-1,3.235740712E-2,-2.876213966E-2
1.150000000E1,-3.821636150E-1,2.996056215E-2,-1.464738594E-3
1.160000000E1,-4.162520768E-1,2.889529772E-2,-7.057376862E-3
1.170000000E1,-4.572647574E-1,4.154531285E-2,-2.383529167E-2
1.180000000E1,-4.624579215E-1,3.022687826E-2,-3.195793296E-3
1.190000000E1,-4.913532193E-1,3.102582658E-2,-1.424791178E-2
1.200000000E1,-5.315669516E-1,3.235740712E-2,-1.784317924E-2
1.210000000E1,-5.668538359E-1,3.808320344E-2,-2.396844972E-3
1.220000000E1,-5.597964590E-1,2.530003026E-2,-1.930791783E-2
1.230000000E1,-5.864280698E-1,2.649845275E-2,4.527373836E-3
1.240000000E1,-6.041380910E-1,3.036003631E-2,-5.459480214E-3
1.250000000E1,-5.713812097E-1,3.115898464E-2,-3.328951350E-3
1.260000000E1,-5.765743738E-1,3.289003934E-2,-2.050634032E-2
1.270000000E1,-5.597964590E-1,3.249056518E-2,-1.331580540E-2
1.280000000E1,-5.102616629E-1,2.716424302E-2,-1.504686010E-2
1.290000000E1,-5.078648180E-1,3.342267155E-2,-4.127899674E-3
1.300000000E1,-4.713795112E-1,3.262372323E-2,-1.198422486E-2
1.310000000E1,-4.629905538E-1,3.701793901E-2,-2.636529469E-2
1.320000000E1,-4.266384050E-1,2.862898161E-2,-6.125270484E-3
1.330000000E1,-4.000067942E-1,2.569950442E-2,-2.037318226E-2
1.340000000E1,-3.926831012E-1,1.824265340E-2,-7.856325186E-3
1.350000000E1,-3.914846788E-1,2.436792388E-2,-2.530003026E-3
1.360000000E1,-4.364921010E-1,3.515372626E-2,-9.587379888E-3
1.370000000E1,-4.605937088E-1,2.902845577E-2,-1.398159567E-2
1.380000000E1,-4.450142165E-1,1.890844367E-2,-2.143844669E-2
1.390000000E1,-4.685831920E-1,2.609897858E-2,-1.344896345E-2
1.400000000E1,-5.038700763E-1,2.583266248E-2,-1.824265340E-2
1.410000000E1,-5.056011310E-1,2.703108496E-2,-5.725796322E-3
1.420000000E1,-5.348959029E-1,3.635214874E-2,-7.856325186E-3
1.430000000E1,-5.451490731E-1,3.089266853E-2,-1.464738594E-2
1.440000000E1,-5.639243587E-1,4.048004842E-2,-1.384843762E-2
1.450000000E1,-5.451490731E-1,2.516687221E-2,-9.321063780E-4
1.460000000E1,-5.326322160E-1,2.383529167E-2,-1.557949232E-2
1.470000000E1,-5.466138117E-1,3.555320042E-2,-2.450108194E-2
1.480000000E1,-5.322327418E-1,3.755057123E-2,-1.771002118E-2
1.490000000E1,-5.159874592E-1,3.462109404E-2,-1.904160172E-2
1.500000000E1,-4.876247937E-1,3.355582961E-2,-1.997370810E-2
1.510000000E1,-4.737763561E-1,2.996056215E-2,-1.904160172E-2
1.520000000E1,-4.807005749E-1,3.075951047E-2,-1.611212453E-2
1.530000000E1,-4.752410947E-1,3.302319739E-2,-1.704423091E-2
1.540000000E1,-4.396878943E-1,2.703108496E-2,-1.358212151E-2
1.550000000E1,-4.625910796E-1,2.942792993E-2,-7.190534916E-3
1.560000000E1,-4.908205870E-1,3.475425209E-2,-2.077265642E-2
1.570000000E1,-4.633900279E-1,3.262372323E-2,-6.524744646E-3
1.580000000E1,-4.589958121E-1,2.450108194E-2,-1.025317016E-2
1.590000000E1,-5.057342891E-1,3.382214572E-2,-1.105211848E-2
1.600000000E1,-4.896221646E-1,3.195793296E-2,-1.078580237E-2
1.610000000E1,-4.820321555E-1,3.222424907E-2,-6.924218808E-3
1.620000000E1,-5.056011310E-1,3.328951350E-2,-1.664475675E-2
1.630000000E1,-5.346295868E-1,3.741741317E-2,-1.771002118E-2
1.640000000E1,-5.099953468E-1,3.142530074E-2,-7.989483240E-4
1.650000000E1,-4.977448059E-1,2.463423999E-2,-4.793689944E-3
1.660000000E1,-5.091963985E-1,2.982740410E-2,-1.185106681E-2
1.670000000E1,-5.005411250E-1,3.169161685E-2,-2.024002421E-2
1.680000000E1,-4.858937390E-1,3.075951047E-2,-1.984055005E-2
1.690000000E1,-5.038700763E-1,3.169161685E-2,-1.504686010E-2
1.700000000E1,-4.901547968E-1,3.408846182E-2,-1.438106983E-2
1.710000000E1,-4.772384655E-1,2.929477188E-2,-3.462109404E-3
1.720000000E1,-4.704474048E-1,2.543318831E-2,-3.568635847E-2
1.730000000E1,-5.263737875E-1,4.540689641E-2,-1.451422789E-2
1.740000000E1,-5.006742830E-1,3.422161988E-2,-1.837581145E-2
1.750000000E1,-5.070658696E-1,3.395530377E-2,-3.382214572E-2
1.760000000E1,-5.001416508E-1,3.009372020E-2,-5.592638268E-3
1.770000000E1,-4.913532193E-1,2.996056215E-2,-1.424791178E-2
1.780000000E1,-5.195827267E-1,3.675162290E-2,-2.037318226E-2
1.790000000E1,-4.699147726E-1,2.609897858E-2,-8.388957402E-3
1.800000000E1,-4.993427025E-1,3.555320042E-2,-2.676476885E-2
1.810000000E1,-4.777710978E-1,2.703108496E-2,-1.544633426E-2
1.820000000E1,-4.753742528E-1,2.583266248E-2,-1.930791783E-2
1.830000000E1,-4.619252893E-1,2.862898161E-2,-1.065264432E-2
1.840000000E1,-5.233111522E-1,4.607268668E-2,-1.038632821E-2
1.850000000E1,-5.113269274E-1,3.795004539E-2,-8.921589618E-3
1.860000000E1,-4.795021525E-1,3.568635847E-2,-5.725796322E-3
1.870000000E1,-4.878911099E-1,2.609897858E-2,-1.078580237E-2
1.880000000E1,-5.040032344E-1,3.382214572E-2,-2.436792388E-2
1.890000000E1,-4.973453317E-1,3.435477793E-2,-1.717738897E-2
1.900000000E1,-4.937500642E-1,3.515372626E-2,-1.491370205E-2
1.910000000E1,-4.990763864E-1,2.676476885E-2,-1.970739199E-2
1.920000000E1,-4.906874290E-1,3.728425512E-2,-1.358212151E-2
1.930000000E1,-4.938832223E-1,3.368898766E-2,-1.185106681E-2
1.940000000E1,-5.009405991E-1,3.249056518E-2,-1.304948929E-2
1.950000000E1,-4.857605810E-1,3.249056518E-2,-1.091896043E-2
1.960000000E1,-4.741758303E-1,2.783003329E-2,-1.065264432E-2
1.970000000E1,-4.985437542E-1,3.155845880E-2,-2.130528864E-2
1.980000000E1,-5.033374441E-1,3.275688128E-2,-2.090581448E-2
1.990000000E1,-4.978779639E-1,3.542004236E-2,-1.211738291E-2
2.000000000E1,-4.737763561E-1,2.609897858E-2,-1.131843459E-2
2.010000000E1,-5.079979760E-1,3.861583566E-2,-1.225054097E-2
2.020000000E1,-5.259743133E-1,4.394215782E-2,-2.729740107E-2
2.030000000E1,-5.075985018E-1,3.488741015E-2,-1.611212453E-2
2.040000000E1,-4.635231860E-1,2.290318529E-2,-1.438106983E-2
2.050000000E1,-4.826979458E-1,3.262372323E-2,-2.143844669E-2
2.060000000E1,-4.780374139E-1,2.716424302E-2,-1.478054399E-2
2.070000000E1,-4.685831920E-1,1.771002118E-2,-3.555320042E-2
2.080000000E1,-5.111937693E-1,4.154531285E-2,-1.877528561E-2
2.090000000E1,-4.812332072E-1,2.370213361E-2,6.657902700E-4
2.100000000E1,-4.872253196E-1,3.568635847E-2,3.328951350E-3
2.110000000E1,-4.866926874E-1,3.022687826E-2,-9.720537942E-3
2.120000000E1,-5.111937693E-1,3.289003934E-2,-2.423476583E-2
2.130000000E1,-5.201153589E-1,4.141215479E-2,-5.060006052E-3
2.140000000E1,-5.161206173E-1,4.380899977E-2,-1.784317924E-2
2.150000000E1,-4.727110917E-1,2.703108496E-2,-5.858954376E-3
2.160000000E1,-4.865595293E-1,2.769687523E-2,-1.371527956E-2
2.170000000E1,-4.749747786E-1,2.476739804E-2,-1.491370205E-2
2.180000000E1,-4.833637360E-1,3.262372323E-2,-1.291633124E-2
2.190000000E1,-4.628573957E-1,2.876213966E-2,-2.263686918E-3
2.200000000E1,-4.729774078E-1,3.022687826E-2,-2.942792993E-2
2.210000000E1,-4.671184534E-1,2.596582053E-2,-9.853695996E-3
2.220000000E1,-4.795021525E-1,2.663161080E-2,-2.929477188E-3
2.230000000E1,-4.785700461E-1,2.170476280E-2,-1.091896043E-2
2.240000000E1,-5.189169364E-1,3.848267761E-2,-2.356897556E-2
2.250000000E1,-5.186506203E-1,3.848267761E-2,-2.530003026E-2
2.260000000E1,-4.960137512E-1,3.129214269E-2,-1.744370507E-2
2.270000000E1,-4.918858515E-1,2.929477188E-2,-1.771002118E-2
2.280000000E1,-4.906874290E-1,3.155845880E-2,1.731054702E-3
2.290000000E1,-4.944158545E-1,3.262372323E-2,-1.557949232E-2
2.300000000E1,-5.040032344E-1,3.635214874E-2,-1.757686313E-2
2.310000000E1,-4.928179579E-1,3.382214572E-2,-1.331580540E-2
2.320000000E1,-4.861600552E-1,3.621899069E-2,-1.105211848E-2
2.330000000E1,-4.808337330E-1,3.182477491E-2,-5.725796322E-3
2.340000000E1,-4.956142770E-1,3.022687826E-2,-5.459480214E-3
2.350000000E1,-5.014732314E-1,3.581951653E-2,-7.989483240E-3
2.360000000E1,-4.908205870E-1,3.089266853E-2,-1.491370205E-2
2.370000000E1,-4.822984716E-1,2.396844972E-2,-4.127899674E-3
2.380000000E1,-4.893558484E-1,3.422161988E-2,-4.527373836E-3
2.390000000E1,-4.892226904E-1,3.075951047E-2,-1.118527654E-2
2.400000000E1,-4.918858515E-1,3.808320344E-2,-7.456851024E-3
2.410000000E1,-4.737763561E-1,2.530003026E-2,-1.118527654E-2
2.420000000E1,-4.906874290E-1,3.009372020E-2,-1.131843459E-2
2.430000000E1,-4.884237421E-1,2.769687523E-2,-1.984055005E-2
2.440000000E1,-5.005411250E-1,3.888215177E-2,-8.388957402E-3
2.450000000E1,-4.965463834E-1,3.022687826E-2,-1.544633426E-2
2.460000000E1,-4.749747786E-1,3.115898464E-2,-1.238369902E-2
2.470000000E1,-4.699147726E-1,2.676476885E-2,-9.187905726E-3
2.480000000E1,-4.784368880E-1,3.129214269E-2,-1.771002118E-2
2.490000000E1,-5.315669516E-1,4.993427025E-2,-3.328951350E-3
2.500000000E1,-5.101285049E-1,4.101268063E-2,-1.318264735E-2
2.510000000E1,-4.828311038E-1,3.355582961E-2,-6.125270484E-3
2.520000000E1,-4.860268971E-1,2.556634637E-2,-1.318264735E-2
2.530000000E1,-4.818989974E-1,2.037318226E-2,-1.304948929E-2
2.540000000E1,-4.759068850E-1,2.583266248E-2,-1.331580540E-2
2.550000000E1,-4.824316296E-1,3.182477491E-2,-1.331580540E-4
2.560000000E1,-4.984105961E-1,3.195793296E-2,-1.131843459E-2
2.570000000E1,-4.873584776E-1,2.809634939E-2,-4.527373836E-3
2.580000000E1,-4.864263713E-1,2.689792691E-2,-1.491370205E-2
2.590000000E1,-4.882905840E-1,3.675162290E-2,-1.185106681E-2
2.600000000E1,-4.953479609E-1,3.182477491E-2,-3.728425512E-3
2.610000000E1,-4.765726753E-1,2.729740107E-2,-1.584580843E-2
2.620000000E1,-5.135906143E-1,3.821636150E-2,-1.917475978E-2
2.630000000E1,-5.266401036E-1,3.661846485E-2,-2.756371718E-2
2.640000000E1,-4.805674169E-1,3.036003631E-2,-1.211738291E-2
2.650000000E1,-4.737763561E-1,2.530003026E-2,-1.997370810E-3
2.660000000E1,-4.824316296E-1,3.102582658E-2,-4.394215782E-3
2.670000000E1,-4.869590035E-1,3.555320042E-2,-7.856325186E-3
2.680000000E1,-4.841626843E-1,2.609897858E-2,-1.531317621E-2
2.690000000E1,-5.078648180E-1,3.581951653E-2,-9.321063780E-3
2.700000000E1,-4.990763864E-1,3.741741317E-2,-1.411475372E-2
2.710000000E1,-5.010737572E-1,3.182477491E-2,-9.454221834E-3
2.720000000E1,-4.787032041E-1,3.169161685E-2,-7.323692970E-3
2.730000000E1,-5.073321857E-1,3.195793296E-2,-9.187905726E-3
2.740000000E1,-4.736431981E-1,2.476739804E-2,3.994741620E-4
2.750000000E1,-4.803011008E-1,3.049319437E-2,-1.265001513E-2
2.760000000E1,-4.691158242E-1,2.996056215E-2,-1.731054702E-3
2.770000000E1,-4.777710978E-1,3.142530074E-2,-1.171790875E-2
2.780000000E1,-5.021390216E-1,3.328951350E-2,-1.051948627E-2
2.790000000E1,-5.093295566E-1,3.901530982E-2,-1.637844064E-2
2.800000000E1,-5.105279790E-1,3.542004236E-2,-1.771002118E-2
2.810000000E1,-5.123921918E-1,3.595267458E-2,-1.384843762E-2
2.820000000E1,-3.930825754E-1,3.448793599E-2,-2.849582356E-2
2.830000000E1,-1.133175040E-1,2.822950745E-2,2.796319134E-3
2.840000000E1,2.035986646E-1,2.676476885E-2,4.261057728E-3
2.850000000E1,4.886900582E-1,1.890844367E-2,8.388957402E-3
2.860000000E1,5.752427933E-1,1.611212453E-2,1.970739199E-2
2.870000000E1,6.835002912E-1,1.185106681E-2,1.984055005E-2
2.880000000E1,6.953513580E-1,1.677791480E-2,1.864212756E-2
2.890000000E1,7.211840205E-1,2.330265945E-2,1.597896648E-2
2.900000000E1,8.454204848E-1,6.125270484E-3,1.171790875E-2
2.910000000E1,8.309062570E-1,1.864212756E-3,1.531317621E-2
2.920000000E1,6.008091396E-1,2.157160475E-2,9.454221834E-3
2.930000000E1,4.687163501E-1,2.250371113E-2,1.131843459E-2
2.940000000E1,3.898867821E-1,2.170476280E-2,6.258428538E-3
2.950000000E1,3.639209616E-1,2.117213059E-2,3.195793296E-3
2.960000000E1,2.934803510E-1,2.756371718E-2,5.725796322E-3
2.970000000E1,1.965412877E-1,2.490055610E-2,6.258428538E-3
2.980000000E1,1.223722516E-1,2.410160777E-2,3.994741620E-4
2.990000000E1,1.250354127E-1,2.143844669E-2,1.291633124E-2
3.000000000E1,9.920275023E-2,1.810949534E-2,-6.657902700E-4
3.010000000E1,1.111869751E-1,2.103897253E-2,1.198422486E-3
3.020000000E1,1.050617046E-1,1.757686313E-2,-1.997370810E-3
3.030000000E1,9.933590828E-2,2.596582053E-2,2.396844972E-3
3.040000000E1,-6.285060149E-2,2.463423999E-2,-1.997370810E-3
3.050000000E1,-3.340935575E-1,2.756371718E-2,-1.531317621E-2
3.060000000E1,-4.099936483E-1,3.382214572E-2,-1.158475070E-2
3.070000000E1,-3.659183324E-1,2.769687523E-2,-1.065264432E-2
3.080000000E1,-3.046656276E-1,3.009372020E-2,-5.858954376E-3
3.090000000E1,-2.709766399E-1,2.157160475E-2,-8.522115456E-3
3.100000000E1,-2.704440077E-1,2.996056215E-2,-1.358212151E-2
3.110000000E1,-2.424808163E-1,2.649845275E-2,-6.924218808E-3
3.120000000E1,-2.210423696E-1,2.902845577E-2,-2.263686918E-3
3.130000000E1,-1.472728077E-1,2.729740107E-2,-2.210423696E-2
3.140000000E1,-4.780374139E-2,2.370213361E-2,-1.051948627E-2
3.150000000E1,-2.689792691E-2,2.516687221E-2,-4.261057728E-3
3.160000000E1,-5.765743738E-2,3.861583566E-2,-5.326322160E-4
3.170000000E1,-7.310377165E-2,3.981425815E-2,8.655273510E-3
3.180000000E1,-2.263686918E-3,2.183792086E-2,1.398159567E-2
3.190000000E1,7.416903608E-2,2.609897858E-2,-2.796319134E-3
3.200000000E1,9.187905726E-2,2.649845275E-2,1.331580540E-4
