"Time (s)","Angular velocity x (rad/s)","Angular velocity y (rad/s)","Angular velocity z (rad/s)"
0.000000000E0,0.000000000E0,0.000000000E0,0.000000000E0
1.000000000E-1,7.030745251E-2,2.703108496E-2,-4.527373836E-3
2.000000000E-1,2.250371113E-2,2.676476885E-2,1.904160172E-2
3.000000000E-1,-5.992112430E-3,1.757686313E-2,-4.926847998E-3
4.000000000E-1,1.624528259E-2,3.009372020E-2,3.994741620E-3
5.000000000E-1,1.117196073E-1,2.756371718E-2,-3.861583566E-3
6.000000000E-1,-2.516687221E-2,-2.396844972E-3,-1.265001513E-2
7.000000000E-1,-2.348908073E-1,2.010686615E-2,-9.587379888E-3
8.000000000E-1,-1.798965310E-1,3.502056820E-2,-4.793689944E-3
9.000000000E-1,-1.110538170E-1,1.677791480E-2,9.321063780E-4
1.000000000E0,-9.813748580E-2,3.182477491E-2,-3.595267458E-3
1.100000000E0,3.315635545E-2,2.090581448E-2,-1.597896648E-2
1.200000000E0,1.810949534E-1,1.837581145E-2,-9.321063780E-3
1.300000000E0,3.459446243E-1,5.060006052E-3,-2.210423696E-2
1.400000000E0,5.247758908E-1,1.571265037E-2,1.597896648E-3
1.500000000E0,6.175870545E-1,8.655273510E-3,9.187905726E-3
1.600000000E0,6.459497200E-1,2.237055307E-2,2.623213664E-2
1.700000000E0,5.725796322E-1,1.930791783E-2,-2.916161383E-2
1.800000000E0,4.378236816E-1,3.861583566E-3,1.464738594E-2
1.900000000E0,3.233077551E-1,2.756371718E-2,2.210423696E-2
2.000000000E0,1.378185859E-1,2.743055912E-2,-8.388957402E-3
2.100000000E0,-1.065264432E-2,2.396844972E-2,-5.858954376E-3
2.200000000E0,-9.880327607E-2,2.130528864E-2,3.994741620E-4
2.300000000E0,-1.755023152E-1,2.929477188E-2,4.527373836E-3
2.400000000E0,-6.218481122E-2,3.595267458E-2,1.784317924E-2
2.500000000E0,3.435477793E-2,1.677791480E-2,-3.595267458E-3
2.600000000E0,1.878860142E-1,8.788431564E-3,-3.062635242E-3
2.700000000E0,3.024019406E-1,1.278317318E-2,-9.986854050E-3
2.800000000E0,4.889563743E-1,3.528688431E-2,2.876213966E-2
2.900000000E0,5.996107172E-1,2.410160777E-2,9.054747672E-3
3.000000000E0,6.691192214E-1,9.986854050E-3,-1.344896345E-2
3.100000000E0,5.588643526E-1,1.478054399E-2,1.810949534E-2
3.200000000E0,4.906874290E-1,6.391586592E-3,3.994741620E-3
3.300000000E0,3.091930014E-1,2.663161080E-2,-4.660531890E-3
3.400000000E0,1.723065219E-1,2.130528864E-2,-9.321063780E-4
3.500000000E0,5.526059241E-2,2.050634032E-2,-2.530003026E-3
3.600000000E0,-4.101268063E-2,1.997370810E-2,-1.211738291E-2
3.700000000E0,-1.002680147E-1,2.303634334E-2,-2.330265945E-2
3.800000000E0,-3.422161988E-2,1.438106983E-2,-1.331580540E-3
3.900000000E0,9.853695996E-3,2.330265945E-2,1.344896345E-2
4.000000000E0,1.362206892E-1,2.436792388E-2,1.597896648E-3
4.100000000E0,2.836266550E-1,1.731054702E-3,-6.258428538E-3
4.200000000E0,4.270378792E-1,2.569950442E-2,3.994741620E-4
4.300000000E0,5.328985321E-1,2.609897858E-2,-7.323692970E-3
4.400000000E0,5.960154497E-1,-1.464738594E-3,5.592638268E-3
4.500000000E0,5.595301429E-1,3.062635242E-3,-8.122641294E-3
4.600000000E0,4.684500340E-1,2.410160777E-2,1.731054702E-3
4.700000000E0,3.522030528E-1,2.503371415E-2,1.837581145E-2
4.800000000E0,2.221076341E-1,1.904160172E-2,-1.105211848E-2
4.900000000E0,1.041295982E-1,1.251685708E-2,-6.524744646E-3
5.000000000E0,-1.185106681E-2,2.117213059E-2,-5.858954376E-3
5.100000000E0,-2.743055912E-2,2.210423696E-2,-1.464738594E-3
5.200000000E0,-1.358212151E-2,2.450108194E-2,1.864212756E-3
5.300000000E0,3.289003934E-2,2.516687221E-2,-3.994741620E-3
5.400000000E0,1.475391238E-1,2.090581448E-2,7.456851024E-3
5.500000000E0,2.560629378E-1,3.914846788E-2,3.861583566E-3
5.600000000E0,3.676493871E-1,1.824265340E-2,-3.328951350E-3
5.700000000E0,5.002748089E-1,1.691107286E-2,-1.411475372E-2
5.800000000E0,5.359611674E-1,1.597896648E-2,2.410160777E-2
5.900000000E0,5.326322160E-1,3.315635545E-2,2.929477188E-3
6.000000000E0,4.451473745E-1,2.836266550E-2,2.396844972E-3
6.100000000E0,4.299673564E-1,3.328951350E-3,-1.344896345E-2
6.200000000E0,2.492718771E-1,2.490055610E-2,5.858954376E-3
6.300000000E0,1.282312060E-1,1.704423091E-2,-1.624528259E-2
6.400000000E0,4.940163803E-2,1.810949534E-2,-1.251685708E-2
6.500000000E0,8.388957402E-3,2.636529469E-2,-3.195793296E-3
6.600000000E0,-1.504686010E-2,4.554005447E-2,2.210423696E-2
6.700000000E0,5.512743436E-2,1.744370507E-2,3.994741620E-4
6.800000000E0,9.041431867E-2,2.436792388E-2,-1.464738594E-2
6.900000000E0,2.392850230E-1,3.169161685E-2,2.090581448E-2
7.000000000E0,3.382214572E-1,2.623213664E-2,8.122641294E-3
7.100000000E0,4.371578913E-1,9.321063780E-4,1.438106983E-2
7.200000000E0,5.175853559E-1,9.321063780E-4,-2.569950442E-2
7.300000000E0,4.846953166E-1,4.234426117E-2,2.796319134E-2
7.400000000E0,4.588626541E-1,2.743055912E-2,1.597896648E-2
7.500000000E0,3.856257244E-1,1.105211848E-2,0.000000000E0
7.600000000E0,2.846919195E-1,2.636529469E-2,-1.398159567E-2
7.700000000E0,1.760349474E-1,2.490055610E-2,1.291633124E-2
7.800000000E0,7.696535521E-2,2.117213059E-2,-3.328951350E-3
7.900000000E0,5.486111825E-2,2.756371718E-2,7.989483240E-4
8.000000000E0,1.997370810E-3,4.087952258E-2,1.917475978E-2
8.100000000E0,4.713795112E-2,1.810949534E-2,-1.464738594E-3
8.200000000E0,1.142496103E-1,1.557949232E-2,-1.278317318E-2
